Filler,Anova (p),Log^2 FX/Ctl,p-Value
g3853,0.86070402,0.55548875,0.065146169
g3854,0.860751073,-0.337447144,0.065122427
g3855,0.860876786,0.141810882,0.065059003
g3856,0.861010263,-0.015977333,0.064991672
g3857,0.861076353,-0.541703484,0.064958337
g3858,0.861101262,-0.279917126,0.064945774
g3859,0.861502064,-0.435441972,0.064743678
g3860,0.861566489,0.039627946,0.064711201
g3861,0.862124969,0.380049689,0.064429777
g3862,0.862997885,0.661668872,0.063990269
g3863,0.863287203,0.911447619,0.063844697
g3864,0.863350258,-0.328861849,0.063812977
g3865,0.863607761,-0.063183218,0.063683463
g3866,0.864385023,-0.036286679,0.063292767
g3867,0.864728589,-0.160867785,0.063120182
g3868,0.864881841,-0.029781693,0.063043221
g3869,0.865020658,-0.417142941,0.062973521
g3870,0.865072764,0.239990424,0.062947361
g3871,0.865266387,-0.444832189,0.062850167
g3872,0.865975223,0.122375733,0.062494534
g3873,0.866479229,0.632214899,0.062241844
g3874,0.866510785,-0.923530496,0.062226027
g3875,0.866615735,0.170755587,0.06217343
g3876,0.866661512,0.078851381,0.06215049
g3877,0.866672729,0.023635894,0.062144869
g3878,0.866983008,0.768075103,0.061989414
g3879,0.867596998,-0.228638926,0.061681959
g3880,0.867645981,-0.042080078,0.061657441
g3881,0.867652104,-0.09412626,0.061654376
g3882,0.868279066,0.32051763,0.06134067
g3883,0.868318151,0.116127054,0.061321121
g3884,0.868813303,-0.418987887,0.061073538
g3885,0.869257342,0.170317698,0.060851632
g3886,0.869827175,0.030768357,0.060567028
g3887,0.87005982,0.020026956,0.060450887
g3888,0.870451742,-0.046526606,0.060255301
g3889,0.870877256,0.150733133,0.060043051
g3890,0.871165356,0.613756848,0.059899404
g3891,0.871682169,0.008227812,0.059641838
g3892,0.87188066,-0.558400437,0.059542956
g3893,0.872454578,0.817870706,0.059257174
g3894,0.872574442,-0.169893462,0.059197512
g3895,0.874340916,-0.045145626,0.058319198
g3896,0.874584105,-0.654729814,0.05819842
g3897,0.874601364,-0.008365761,0.05818985
g3898,0.875013739,-0.17992694,0.057985128
g3899,0.875079167,-0.042628186,0.057952655
g3900,0.875113663,1.254041574,0.057935536
g3901,0.875209529,0.138452981,0.057887963
g3902,0.875228087,-0.103802508,0.057878754
g3903,0.875342245,0.008239989,0.057822111
g3904,0.875670066,-0.052405894,0.057659496
g3905,0.875973513,-0.260395438,0.057509025
g3906,0.876563766,0.193558895,0.057216485
g3907,0.876646814,-0.528925964,0.057175341
g3908,0.876959282,0.223659043,0.057020571
g3909,0.876961392,0.003821965,0.057019526
g3910,0.877181954,-0.050308569,0.056910312
g3911,0.877194159,-0.13827673,0.056904269
g3912,0.877435528,-0.070334801,0.056784785
g3913,0.877518083,0.134531831,0.056743925
g3914,0.878156835,0.312389198,0.056427914
g3915,0.878901243,0.143348133,0.056059921
g3916,0.879358999,1.847000982,0.055833788
g3917,0.879420466,0.180981513,0.055803432
g3918,0.879535327,0.086125507,0.055746712
g3919,0.879668946,1.014973844,0.055680739
g3920,0.88109889,-0.038990816,0.054975346
g3921,0.881296536,-0.214783277,0.054877937
g3922,0.882317748,0.127503069,0.054374985
g3923,0.882385515,0.82871823,0.05434163
g3924,0.882497631,0.073117065,0.054286452
g3925,0.88253696,-0.467500069,0.054267098
g3926,0.882627333,0.333926716,0.054222628
g3927,0.882675944,0.073957863,0.054198709
g3928,0.882754477,-1.046127499,0.054160071
g3929,0.88290427,0.326963638,0.054086383
g3930,0.883060781,0.729225317,0.054009403
g3931,0.883557075,-0.010998286,0.053765391
g3932,0.883634008,-0.463904132,0.053727578
g3933,0.884419399,0.549369261,0.05334174
g3934,0.884452355,-1.151778993,0.053325557
g3935,0.884528182,0.228747201,0.053288325
g3936,0.884752047,-0.228071004,0.053178424
g3937,0.885571286,-0.122444698,0.052776474
g3938,0.885815967,0.22705463,0.052656496
g3939,0.885984428,0.105593482,0.052573911
g3940,0.887206149,-0.443457803,0.051975457
g3941,0.887501523,-0.146493527,0.051830893
g3942,0.887654476,0.217472217,0.051756053
g3943,0.887948257,0.229474373,0.051612341
g3944,0.887997525,-0.421302002,0.051588245
g3945,0.888294888,-0.01684231,0.051442837
g3946,0.888681058,0.04068028,0.051254077
g3947,0.889090263,0.044533534,0.051054146
g3948,0.889123356,0.465390406,0.051037981
g3949,0.88953848,-1.151824522,0.05083526
g3950,0.890241544,-0.018773782,0.050492143
g3951,0.890439845,0.175523642,0.050395415
g3952,0.890774164,0.360869884,0.050232388
g3953,0.891233935,0.612092248,0.050008285
g3954,0.892631903,0.624131582,0.049327595
g3955,0.89288482,-0.317684706,0.04920456
g3956,0.893381467,0.931788717,0.048963061
g3957,0.893831019,-0.510859327,0.048744578
g3958,0.893868147,-0.100867761,0.048726539
g3959,0.89390064,0.066868515,0.048710752
g3960,0.894142711,0.012659569,0.048593159
g3961,0.894668695,0.135832453,0.048337759
g3962,0.895268543,-0.237277832,0.048046675
g3963,0.895474289,0.120487907,0.047946879
g3964,0.895689951,-0.0960632,0.047842298
g3965,0.895755214,-0.464761586,0.047810655
g3966,0.896146151,0.245721396,0.047621156
g3967,0.896490188,0.367803818,0.047454459
g3968,0.896724051,-0.10927318,0.047341182
g3969,0.896829435,0.734190734,0.047290146
g3970,0.897105493,0.016294359,0.047156484
g3971,0.897329724,0.929314078,0.047047946
g3972,0.897487367,-0.01645783,0.046971656
g3973,0.897793372,-0.262277217,0.046823605
g3974,0.897954088,1.074588451,0.046745868
g3975,0.898169694,-0.328421813,0.046641603
g3976,0.898304496,-0.894227281,0.046576427
g3977,0.898562304,0.080189823,0.046451805
g3978,0.898630816,-0.010660723,0.046418693
g3979,0.898666942,-0.186143221,0.046401234
g3980,0.89874004,0.088711541,0.04636591
g3981,0.898997302,-0.005854853,0.046241612
g3982,0.899492094,-0.051886829,0.046002649
g3983,0.899903592,-0.134925894,0.045804015
g3984,0.900262502,-0.053661851,0.045630839
g3985,0.900273124,-0.021602492,0.045625715
g3986,0.90034211,-0.067009219,0.045592437
g3987,0.900376338,-0.18259038,0.045575927
g3988,0.900670671,-0.041214332,0.045433979
g3989,0.900765338,0.090252168,0.045388334
g3990,0.901231776,0.395152645,0.045163504
g3991,0.901399811,-0.464361377,0.045082537
g3992,0.901522661,-0.061397428,0.045023352
g3993,0.902140357,0.106663199,0.044725889
g3994,0.902830752,-0.186648088,0.044393657
g3995,0.903157051,0.668616668,0.044236723
g3996,0.90351468,-0.159508214,0.044064787
g3997,0.903709622,-0.080069325,0.043971094
g3998,0.903759732,-0.050592792,0.043947013
g3999,0.903929108,0.065502729,0.043865628
g4000,0.903959896,-0.087641843,0.043850836
g4001,0.904386557,0.793320375,0.043645902
g4002,0.904589013,1.030690412,0.043548691
g4003,0.905059603,-0.438151522,0.043322819
g4004,0.905465445,-0.591641186,0.043128119
g4005,0.906226486,0.185768282,0.042763249
g4006,0.907719905,0.742365109,0.042048141
g4007,0.908959055,-0.03682155,0.04145568
g4008,0.909066799,-0.146917991,0.041404203
g4009,0.909253819,-0.021218604,0.041314866
g4010,0.909412945,0.162522505,0.041238868
g4011,0.910677486,-0.070865199,0.0406354
g4012,0.911700195,-0.020024414,0.040147952
g4013,0.912490808,-0.101443912,0.039771502
g4014,0.913314654,-0.071557524,0.039379574
g4015,0.914147625,-0.201960899,0.038983665
g4016,0.914213383,-0.125347754,0.038952425
g4017,0.914235618,0.379248579,0.038941863
g4018,0.914395289,0.472642788,0.03886602
g4019,0.914629254,-0.271658707,0.038754912
g4020,0.914936256,0.009990441,0.038609162
g4021,0.914986832,0.657127077,0.038585156
g4022,0.914998797,-0.790934876,0.038579477
g4023,0.915266426,0.005340142,0.038452468
g4024,0.915562862,0.01355425,0.038311832
g4025,0.915806179,0.062523345,0.038196431
g4026,0.916208536,0.23404136,0.038005666
g4027,0.916401172,0.104283458,0.037914364
g4028,0.916671708,-0.041437521,0.037786172
g4029,0.917329508,0.442138374,0.037474636
g4030,0.917465333,-0.153631694,0.037410337
g4031,0.917703914,-0.238281921,0.037297416
g4032,0.918695114,0.958078632,0.036828593
g4033,0.919207028,0.649237076,0.036586664
g4034,0.919257582,-0.197794254,0.036562779
g4035,0.919329949,0.044861862,0.036528592
g4036,0.919413079,0.602861952,0.036489323
g4037,0.92023874,0.226037899,0.036099488
g4038,0.920411258,0.346862825,0.036018078
g4039,0.921077126,0.008129732,0.035704003
g4040,0.921460801,0.574904411,0.035523135
g4041,0.921976408,-0.382929875,0.035280192
g4042,0.923447407,-0.046562883,0.034587834
g4043,0.923701786,0.197388296,0.034468217
g4044,0.923981947,0.38738273,0.034336514
g4045,0.924526459,-0.156073628,0.034080655
g4046,0.924688438,0.933039944,0.034004573
g4047,0.924786779,-0.022057114,0.033958388
g4048,0.925043958,0.353182803,0.033837629
g4049,0.925562811,0.262263222,0.033594104
g4050,0.925823209,0.246743076,0.033471936
g4051,0.926885729,0.157571639,0.032973805
g4052,0.927206252,0.381120374,0.032823649
g4053,0.928168238,-0.372240989,0.032373297
g4054,0.928535728,-0.008878776,0.032201381
g4055,0.928715276,-0.205955624,0.032117411
g4056,0.929883519,-0.049752081,0.03157145
g4057,0.929988353,-0.217610119,0.03152249
g4058,0.930633017,-0.245549373,0.031221544
g4059,0.931102942,0.066199231,0.031002301
g4060,0.93123087,0.066199232,0.030942636
g4061,0.931323067,-0.011071252,0.03089964
g4062,0.931923804,-0.651869801,0.030619595
g4063,0.931961932,-0.04505653,0.030601827
g4064,0.933025403,0.783671187,0.030106532
g4065,0.933411627,-0.718201553,0.029926794
g4066,0.934049235,0.57150673,0.029630231
g4067,0.934278248,-0.103510051,0.029523762
g4068,0.934655005,0.197771854,0.029348664
g4069,0.934671693,-0.095316659,0.02934091
g4070,0.934778696,-0.087042274,0.029291194
g4071,0.935567415,0.141102199,0.028924913
g4072,0.935806292,0.020151683,0.028814039
g4073,0.936101856,0.78439229,0.028676894
g4074,0.936391465,-0.371856937,0.028542553
g4075,0.937224783,0.104563574,0.028156236
g4076,0.938124347,-0.059850958,0.027739593
g4077,0.938359773,-0.07125198,0.027630618
g4078,0.938495513,-0.326747069,0.027567799
g4079,0.938754151,0.04554061,0.02744813
g4080,0.939342828,0.171085178,0.027175876
g4081,0.940103263,0.285119779,0.02682444
g4082,0.940105926,-0.167841569,0.02682321
g4083,0.94013692,0.362349612,0.026808892
g4084,0.940709282,0.198222167,0.026544571
g4085,0.940777477,-0.108841266,0.026513089
g4086,0.942769582,0.108765606,0.025594438
g4087,0.942892475,-0.117196242,0.02553783
g4088,0.942903775,-0.318151497,0.025532626
g4089,0.943374305,0.073541225,0.025315957
g4090,0.943704366,0.122708232,0.025164036
g4091,0.943900174,0.138065482,0.025073934
g4092,0.943963829,-0.059732148,0.025044647
g4093,0.943978485,-0.032199897,0.025037904
g4094,0.944138754,1.054537844,0.024964176
g4095,0.94450526,0.887213977,0.024795619
g4096,0.944836139,0.140041534,0.024643504
g4097,0.945914733,0.066296261,0.02414801
g4098,0.945929365,0.003662005,0.024141292
g4099,0.946089737,0.277604346,0.024067669
g4100,0.94615263,0.096232443,0.024038799
g4101,0.946506495,-0.03539281,0.023876402
g4102,0.946768576,0.517013045,0.023756165
g4103,0.946932667,-0.224886045,0.023680901
g4104,0.947179504,-0.150143131,0.023567708
g4105,0.947378348,0.032987565,0.023476545
g4106,0.94769713,-0.178738149,0.023330435
g4107,0.947718474,-0.318779434,0.023320654
g4108,0.948079812,0.331064668,0.023155101
g4109,0.948141928,0.165324947,0.023126648
g4110,0.948234094,-0.767684819,0.023084434
g4111,0.94824831,0.128834333,0.023077923
g4112,0.948672078,-0.000528984,0.022883882
g4113,0.948679379,0.387420626,0.022880539
g4114,0.949404144,-0.544576057,0.022548877
g4115,0.94977519,0.068672686,0.022379179
g4116,0.949931128,0.304259286,0.022307881
g4117,0.949967292,0.201871981,0.022291347
g4118,0.950415611,0.06916602,0.022086439
g4119,0.950555736,-0.007315221,0.022022413
g4120,0.950685581,0.023504728,0.021963093
g4121,0.951136629,0.139420396,0.021757093
g4122,0.951267487,0.032219547,0.021697347
g4123,0.951291264,-0.358266922,0.021686491
g4124,0.951291337,0.06916602,0.021686458
g4125,0.953093303,0.176025873,0.020864582
g4126,0.953787719,-0.439260535,0.020548274
g4127,0.953823207,0.048930112,0.020532115
g4128,0.953826996,0.363513351,0.02053039
g4129,0.953886417,0.070626008,0.020503335
g4130,0.954778708,0.104288062,0.020097275
g4131,0.954880966,-0.203280253,0.020050764
g4132,0.954987836,-0.139170033,0.02000216
g4133,0.955080595,0.300839922,0.019959979
g4134,0.955275309,0.013149326,0.019871447
g4135,0.95559017,0.18720454,0.019728326
g4136,0.955896286,0.077017287,0.019589226
g4137,0.95624852,0.322715899,0.019429224
g4138,0.956366179,-0.362131011,0.019375791
g4139,0.956850621,-0.203210822,0.019155857
g4140,0.956883225,0.01487686,0.019141059
g4141,0.957068969,0.354671864,0.019056765
g4142,0.957226595,-0.678933962,0.018985244
g4143,0.957601185,0.223793054,0.018815325
g4144,0.957934731,0.068088326,0.018664081
g4145,0.958159801,-0.270429667,0.018562054
g4146,0.958790855,-0.182809318,0.018276117
g4147,0.958994928,-0.214939501,0.01818369
g4148,0.959058453,0.283527132,0.018154923
g4149,0.959876301,0.167071771,0.017784731
g4150,0.960386074,-0.026193879,0.017554146
g4151,0.960505503,-0.150157319,0.017500143
g4152,0.960566001,-0.031932814,0.017472789
g4153,0.960687215,-0.045204887,0.017417989
g4154,0.960795062,0.122496228,0.017369238
g4155,0.960870317,0.030340488,0.017335223
g4156,0.962185551,-0.258918771,0.016741169
g4157,0.962236655,-0.248977552,0.016718103
g4158,0.962922606,-0.014859527,0.016408617
g4159,0.962983291,-0.485367959,0.016381248
g4160,0.962988851,-0.626632794,0.016378741
g4161,0.963425453,-0.042191132,0.016181884
g4162,0.963493887,0.598589074,0.016151036
g4163,0.963837114,-0.294038612,0.015996355
g4164,0.964053737,0.001530135,0.015898758
g4165,0.96406421,0.362057044,0.01589404
g4166,0.964481029,0.863301479,0.01570631
g4167,0.964678621,0.053929515,0.015617346
g4168,0.965278415,0.065246675,0.015347405
g4169,0.965548307,0.184913397,0.015225993
g4170,0.965778989,0.066653425,0.015122247
g4171,0.965921229,0.072525437,0.015058289
g4172,0.965955243,-0.068879672,0.015042996
g4173,0.965978484,0.194552893,0.015032547
g4174,0.96602299,0.022284281,0.015012538
g4175,0.966095237,0.088688806,0.014980059
g4176,0.966869131,0.287426975,0.014632305
g4177,0.96769942,-0.018461096,0.014259519
g4178,0.967990037,0.210961259,0.014129113
g4179,0.968425808,-0.037011719,0.013933645
g4180,0.969235125,-0.126711184,0.013570855
g4181,0.969290899,1.633220136,0.013545865
g4182,0.969294924,0.219207445,0.013544062
g4183,0.970552288,0.082378837,0.012981062
g4184,0.970667717,0.251609814,0.012929414
g4185,0.971228399,-0.013305544,0.012678627
g4186,0.971450974,-0.00695812,0.012579112
g4187,0.971840311,0.00191854,0.012405091
g4188,0.972446711,0.234215746,0.012134188
g4189,0.97271662,0.424412881,0.012013664
g4190,0.972782256,0.854605413,0.01198436
g4191,0.973876806,0.049273932,0.011495977
g4192,0.974173565,-0.24612281,0.01136366
g4193,0.974424506,0.088308233,0.011251802
g4194,0.974654147,0.267629413,0.011149465
g4195,0.97468498,0.014907118,0.011135726
g4196,0.975323079,0.10192575,0.010851499
g4197,0.975331538,0.458709937,0.010847732
g4198,0.975896779,-0.018832921,0.010596115
g4199,0.976019785,-0.0109202,0.010541379
g4200,0.976586212,0.141180785,0.010289412
g4201,0.97683301,0.054150501,0.010179673
g4202,0.977343746,-0.316048539,0.009952662
g4203,0.978119641,-0.28710152,0.00960802
g4204,0.978311482,0.326857942,0.009522849
g4205,0.978385526,0.593700071,0.009489981
g4206,0.978491287,0.004822865,0.009443037
g4207,0.978873547,0.044170164,0.009273408
g4208,0.97924064,0.154037106,0.009110571
g4209,0.979243069,0.406409109,0.009109494
g4210,0.979740067,-0.205668876,0.008889131
g4211,0.979777083,0.184335389,0.008872723
g4212,0.980369135,0.370952883,0.00861037
g4213,0.980480238,0.391895913,0.008561155
g4214,0.980697612,0.073118967,0.008464882
g4215,0.980864522,-0.101511375,0.008390974
g4216,0.980959639,0.007087601,0.008348861
g4217,0.981939914,0.205658673,0.007915086
g4218,0.981991586,0.326546548,0.007892233
g4219,0.982234482,0.116120529,0.007784824
g4220,0.982944182,-0.133083962,0.007471144
g4221,0.98309949,-0.177592991,0.007402529
g4222,0.983826067,-0.213374761,0.007081675
g4223,0.984562231,0.10867851,0.006756828
g4224,0.984760606,0.190991532,0.006669333
g4225,0.984762442,-0.170482641,0.006668523
g4226,0.984789501,-0.159686108,0.00665659
g4227,0.985007329,0.132100465,0.006560538
g4228,0.985047801,0.063880389,0.006542694
g4229,0.985135093,0.099958887,0.00650421
g4230,0.98525429,0.020730965,0.006451665
g4231,0.98566931,-0.081303062,0.006268766
g4232,0.986313945,0.154037106,0.005984827
g4233,0.986484038,0.204530632,0.005909938
g4234,0.98713296,-0.252971319,0.005624347
g4235,0.987798981,-0.213102506,0.005331426
g4236,0.987809927,0.105427565,0.005326614
g4237,0.987996632,0.032150193,0.005244536
g4238,0.988023853,0.036557876,0.00523257
g4239,0.988246434,0.096534709,0.005134744
g4240,0.98836271,0.094946018,0.005083648
g4241,0.988645884,-0.011237191,0.004959237
g4242,0.988714559,0.04824858,0.004929071
g4243,0.988859859,-0.10505835,0.004865252
g4244,0.989041787,0.221869352,0.004785359
g4245,0.989224666,-0.010867244,0.004705063
g4246,0.989511657,-0.103753134,0.004579085
g4247,0.990183906,0.084368117,0.004284137
g4248,0.990259474,-0.099323096,0.004250994
g4249,0.990292025,0.254645316,0.004236718
g4250,0.990823405,0.479337134,0.004003743
g4251,0.991064716,-0.082992133,0.003897985
g4252,0.991453657,-0.173358684,0.003727581
g4253,0.991765743,-0.112372476,0.003590897
g4254,0.992222338,-0.047629142,0.003391
g4255,0.992337147,0.024062962,0.003340751
g4256,0.99237703,-0.078153827,0.003323297
g4257,0.993061947,-0.138467926,0.003023659
g4258,0.993257968,1.973194473,0.002937942
g4259,0.993590837,-0.152891262,0.002792422
g4260,0.994031728,0.189864935,0.002599753
g4261,0.994049814,-0.012255882,0.002591852
g4262,0.994078541,-0.177156995,0.002579301
g4263,0.994348283,0.076661571,0.002461472
g4264,0.994558315,0.103283432,0.002369747
g4265,0.994571588,0.466647276,0.002363951
g4266,0.995075787,-0.355113997,0.002143841
g4267,0.995525698,-0.092881612,0.001947525
g4268,0.996113634,0.240594209,0.001691116
g4269,0.996135384,0.326309471,0.001681633
g4270,0.996572804,-0.291069506,0.001490969
g4271,0.996712205,-0.047549621,0.001430224
g4272,0.996826989,-0.208534404,0.001380212
g4273,0.996843171,0.538484071,0.001373162
g4274,0.99712421,0.21753256,0.001250739
g4275,0.997405658,0.145536545,0.001128172
g4276,0.997739257,0.703657623,0.00098294
